wellName,datasetName,MD,AZIM_TN,DX_TN,DY_TN,INCL,THL_TN,TVD,TVDBML,TVDSS,Z
,,m,dega,m,m,dega,m,m,m,m,m
BEKOK DEEP-1RDR1,Index,111.4056,72.614049670345,0.0242939697440171,0.00773746225329868,0.509031107900491,0.0254965027032579,111.405487743192,7.10548774319159,77.4054877431916,-77.4054877431916
BEKOK DEEP-1RDR1,Index,111.558,72.6453182763653,0.0255869721060752,0.0081412309375116,0.509508059211459,0.0268510817000827,111.557881723111,7.25788172311061,77.5578817231106,-77.5578817231106
BEKOK DEEP-1RDR1,Index,111.7104,72.6765868823857,0.0268814117048389,0.00854465300433509,0.509985170292901,0.0282069294934753,111.710275691746,7.41027569174645,77.7102756917464,-77.7102756917464
BEKOK DEEP-1RDR1,Index,111.8628,72.7078623185951,0.0281772885401862,0.0089477284537312,0.510462440696823,0.0295640465076991,111.862669649085,7.56266964908474,77.8626696490847,-77.8626696490847
BEKOK DEEP-1RDR1,Index,112.0152,72.7391309246155,0.0294746026119953,0.00935045728566198,0.510939869976754,0.0309224331658278,112.015063595111,7.71506359511118,78.0150635951112,-78.0150635951112
BEKOK DEEP-1RDR1,Index,112.1676,72.7703995306358,0.030773353920144,0.00975283950008953,0.511417457687742,0.0322820898897495,112.167457529811,7.86745752981138,78.1674575298114,-78.1674575298114
BEKOK DEEP-1RDR1,Index,112.32,72.8016681366561,0.03207354246451,0.010154875096976,0.511895203386347,0.0336430171001706,112.319851453171,8.01985145317103,78.319851453171,-78.319851453171
BEKOK DEEP-1RDR1,Index,112.4724,72.8329367426764,0.0333751682449711,0.0105565640762835,0.512373106630639,0.03500521521662,112.472245365176,8.17224536517577,78.4722453651758,-78.4722453651758
BEKOK DEEP-1RDR1,Index,112.6248,72.8642121788859,0.0346782312614047,0.0109579064379743,0.512851166980189,0.0363686846574526,112.624639265811,8.32463926581126,78.6246392658113,-78.6246392658113
BEKOK DEEP-1RDR1,Index,112.7772,72.8954807849062,0.0359827315136882,0.0113589021820105,0.513329383996062,0.0377334258398542,112.777033155063,8.47703315506317,78.7770331550632,-78.7770331550632
BEKOK DEEP-1RDR1,Index,112.9296,72.9267493909265,0.0372886690016988,0.0117595513083545,0.513807757240817,0.0390994391798445,112.929427032917,8.62942703291715,78.9294270329171,-78.9294270329171
BEKOK DEEP-1RDR1,Index,113.082,72.9580179969469,0.0385960437253135,0.0121598538169686,0.514286286278495,0.0404667250922818,113.081820899359,8.78182089935885,79.0818208993588,-79.0818208993588
BEKOK DEEP-1RDR1,Index,113.2344,72.9892866029672,0.0399048556844094,0.0125598097078149,0.514764970674617,0.0418352839908664,113.234214754374,8.93421475437394,79.2342147543739,-79.2342147543739
BEKOK DEEP-1RDR1,Index,113.3868,73.0205552089875,0.0412151048788633,0.0129594189808561,0.515243809996179,0.043205116288145,113.386608597948,9.08660859794806,79.3866085979481,-79.3866085979481
BEKOK DEEP-1RDR1,Index,113.5392,73.0518238150078,0.0425267913085518,0.0133586816360543,0.515722803811646,0.0445762223955141,113.539002430067,9.23900243006689,79.5390024300669,-79.5390024300669
BEKOK DEEP-1RDR1,Index,113.6916,73.0830992512173,0.0438399149733515,0.013757597673372,0.516201951690942,0.0459486027232244,113.691396250716,9.39139625071607,79.6913962507161,-79.6913962507161
BEKOK DEEP-1RDR1,Index,113.844,73.1143678572376,0.0451544758731388,0.0141561670927718,0.516681253205451,0.0473222576803844,113.843790059881,9.54379005988126,79.8437900598813,-79.8437900598813
BEKOK DEEP-1RDR1,Index,113.9964,73.1456364632579,0.04647047400779,0.014554389894216,0.51716070792801,0.0486971876749644,113.996183857548,9.69618385754812,79.9961838575481,-79.9961838575481
BEKOK DEEP-1RDR1,Index,114.1488,73.1769118994674,0.0477879093771812,0.0149522660776672,0.517640315432898,0.0500733931138,114.148577643702,9.8485776437023,80.1485776437023,-80.1485776437023
BEKOK DEEP-1RDR1,Index,114.3012,73.2081805054877,0.0491067819811885,0.015349795643088,0.518120075295841,0.0514508744025965,114.300971418329,10.0009714183295,80.3009714183295,-80.3009714183295
BEKOK DEEP-1RDR1,Index,114.4536,73.2394559416972,0.0504270918196877,0.0157469785904409,0.518599987093994,0.0528296319459324,114.453365181415,10.1533651814153,80.4533651814153,-80.4533651814153
BEKOK DEEP-1RDR1,Index,114.606,73.2707313779067,0.0517488388925545,0.0161438149196885,0.519080050405946,0.0542096661472633,114.605758932945,10.3057589329454,80.6057589329454,-80.6057589329454
BEKOK DEEP-1RDR1,Index,114.7584,73.301999983927,0.0530720231996646,0.0165403046307936,0.51956026481171,0.0555909774089254,114.758152672905,10.4581526729055,80.7581526729055,-80.7581526729055
BEKOK DEEP-1RDR1,Index,114.9108,73.3332754201365,0.0543966447408934,0.0169364477237187,0.520040629892719,0.0569735661321398,114.910546401281,10.6105464012811,80.9105464012811,-80.9105464012811
BEKOK DEEP-1RDR1,Index,115.0632,73.3645440261568,0.0557227035161163,0.0173322441984267,0.520521145231818,0.0583574327170159,115.062940118058,10.7629401180581,81.0629401180581,-81.0629401180581
BEKOK DEEP-1RDR1,Index,115.2156,73.3958194623663,0.0570501995252084,0.0177276940548802,0.521001810413262,0.0597425775625554,115.215333823222,10.915333823222,81.215333823222,-81.215333823222
BEKOK DEEP-1RDR1,Index,115.368,73.4270948985758,0.0583791327680448,0.0181227972930421,0.52148262502271,0.0611290010666557,115.367727516758,11.0677275167584,81.3677275167584,-81.3677275167584
BEKOK DEEP-1RDR1,Index,115.5204,73.4583635045962,0.0597095032445005,0.0185175539128751,0.521963588647218,0.0625167036261139,115.520121198653,11.2201211986531,81.5201211986531,-81.5201211986531
BEKOK DEEP-1RDR1,Index,115.6728,73.4896389408056,0.0610413109544501,0.0189119639143421,0.522444700875236,0.0639056856366304,115.672514868892,11.3725148688917,81.6725148688917,-81.6725148688917
BEKOK DEEP-1RDR1,Index,115.8252,73.520907546826,0.0623745558977685,0.019306027297406,0.5229259612966,0.0652959474928128,115.82490852746,11.5249085274599,81.8249085274599,-81.8249085274599
BEKOK DEEP-1RDR1,Index,115.9776,73.5521761528463,0.06370923807433,0.0196997440620296,0.523407369502529,0.0666874895881792,115.977302174343,11.6773021743433,81.9773021743433,-81.9773021743433
BEKOK DEEP-1RDR1,Index,116.13,73.5834515890558,0.0650453574840092,0.020093114208176,0.523888925085622,0.0680803123151623,116.129695809528,11.8296958095275,82.1296958095275,-82.1296958095275
BEKOK DEEP-1RDR1,Index,116.2824,73.6147270252653,0.0663829141266802,0.0204861377358081,0.524370627639845,0.0694744160651127,116.282089432998,11.9820894329983,82.2820894329983,-82.2820894329983
BEKOK DEEP-1RDR1,Index,116.4348,73.6460024614747,0.0677219080022171,0.020878814644889,0.524852476760535,0.0708698012283027,116.434483044741,12.1344830447413,82.4344830447413,-82.4344830447413
BEKOK DEEP-1RDR1,Index,116.5872,73.6772778976842,0.069062339110494,0.0212711449353816,0.525334472044389,0.0722664681939299,116.586876644742,12.2868766447421,82.5868766447421,-82.5868766447421
BEKOK DEEP-1RDR1,Index,116.7396,73.7085465037045,0.0704042074513846,0.021663128607249,0.525816613089461,0.0736644173501209,116.739270232986,12.4392702329864,82.7392702329864,-82.7392702329864
BEKOK DEEP-1RDR1,Index,116.892,73.739821939914,0.0717475130247627,0.0220547656604544,0.526298899495156,0.0750636490839349,116.89166380946,12.5916638094598,82.8916638094598,-82.8916638094598
BEKOK DEEP-1RDR1,Index,117.0444,73.7710973761235,0.0730922558305018,0.0224460560949609,0.526781330862228,0.0764641637813671,117.044057374148,12.7440573741481,83.0440573741481,-83.0440573741481
BEKOK DEEP-1RDR1,Index,117.1968,73.8023659821438,0.0744384358684755,0.0228369999107317,0.527263906792769,0.0778659618273523,117.196450927037,12.8964509270369,83.1964509270368,-83.1964509270368
BEKOK DEEP-1RDR1,Index,117.3492,73.8336414183533,0.0757860531385569,0.0232275971077299,0.527746626890209,0.0792690436057689,117.348844468112,13.0488444681117,83.3488444681117,-83.3488444681117
BEKOK DEEP-1RDR1,Index,117.5016,73.8649100243736,0.0771351076406193,0.0236178476859188,0.528229490759309,0.0806734094994418,117.501237997358,13.2012379973584,83.5012379973584,-83.5012379973584
BEKOK DEEP-1RDR1,Index,117.654,73.896178630394,0.0784855993745357,0.0240077516452617,0.528712498006158,0.0820790598901463,117.653631514763,13.3536315147625,83.6536315147625,-83.6536315147625
BEKOK DEEP-1RDR1,Index,117.8064,73.9274540666034,0.079837528340179,0.0243973089857219,0.529195648238163,0.0834859951586117,117.80602502031,13.5060250203097,83.8060250203097,-83.8060250203097
BEKOK DEEP-1RDR1,Index,117.9588,73.9587226726238,0.081190894537422,0.0247865197072627,0.52967894106405,0.0848942156845245,117.958418513986,13.6584185139857,83.9584185139857,-83.9584185139857
BEKOK DEEP-1RDR1,Index,118.1112,73.9899978637695,0.0825456687049147,0.0251754526184365,0.530141895357163,0.0863037127062665,118.110811995861,13.8108119958607,84.1108119958607,-84.1108119958607
BEKOK DEEP-1RDR1,Index,118.2636,73.9693162960264,0.0839014759055124,0.0255649893698367,0.530564476282973,0.087714369307245,118.263205467006,13.9632054670064,84.2632054670064,-84.2632054670064
BEKOK DEEP-1RDR1,Index,118.416,73.9486276530305,0.0852582018191007,0.0259553987833374,0.530987148315127,0.0891261499965703,118.415598927743,14.1155989277426,84.4155989277426,-84.4155989277426
BEKOK DEEP-1RDR1,Index,118.5684,73.9279458402237,0.0866158464455857,0.0263466808589116,0.531409911236232,0.0905390550161981,118.567992378059,14.2679923780588,84.5679923780587,-84.5679923780587
BEKOK DEEP-1RDR1,Index,118.7208,73.9072640274169,0.0879744097848737,0.0267388355965321,0.53183276482954,0.0919530846075064,118.720385817944,14.4203858179444,84.7203858179444,-84.7203858179444
BEKOK DEEP-1RDR1,Index,118.8732,73.8865822146101,0.0893338918368708,0.0271318629961721,0.532255708878947,0.0933682390112977,118.872779247389,14.572779247389,84.872779247389,-84.872779247389
BEKOK DEEP-1RDR1,Index,119.0256,73.8659004018033,0.0906942926014828,0.0275257630578041,0.532678743168988,0.0947845184678001,119.025172666382,14.725172666382,85.0251726663819,-85.0251726663819
BEKOK DEEP-1RDR1,Index,119.178,73.8452117588073,0.0920556120786158,0.0279205357814011,0.533101867484835,0.0962019232166697,119.177566074913,14.8775660749128,85.1775660749128,-85.1775660749128
BEKOK DEEP-1RDR1,Index,119.3304,73.8245299460005,0.0934178502681758,0.0283161811669357,0.533525081612298,0.0976204534969916,119.329959472971,15.0299594729709,85.3299594729709,-85.3299594729709
BEKOK DEEP-1RDR1,Index,119.4828,73.8038481331937,0.0947810071700683,0.0287126992143805,0.533948385337818,0.0990401095472823,119.482352860546,15.1823528605459,85.4823528605459,-85.4823528605459
BEKOK DEEP-1RDR1,Index,119.6352,73.7831594901978,0.0961450827841994,0.0291100899237082,0.534371778448472,0.100460891605491,119.634746237627,15.3347462376271,85.6347462376271,-85.6347462376271
BEKOK DEEP-1RDR1,Index,119.7876,73.7624708472018,0.0975100771104746,0.0295083532948913,0.53479526073196,0.101882799909,119.787139604204,15.487139604204,85.787139604204,-85.787139604204
BEKOK DEEP-1RDR1,Index,119.94,73.741789034395,0.0988759901487996,0.0299074893279023,0.535218831976616,0.103305834694631,119.939532960266,15.6395329602661,85.939532960266,-85.939532960266
BEKOK DEEP-1RDR1,Index,120.0924,73.721100391399,0.10024282189908,0.0303074980227135,0.535642491971394,0.104729996198639,120.091926305803,15.7919263058028,86.0919263058028,-86.0919263058028
BEKOK DEEP-1RDR1,Index,120.2448,73.7004117484031,0.101610572361221,0.0307083793792973,0.536066240505873,0.106155284656722,120.244319640804,15.9443196408036,86.2443196408036,-86.2443196408036
BEKOK DEEP-1RDR1,Index,120.3972,73.6797231054071,0.102979241535129,0.031110133397626,0.536490077370253,0.107581700304016,120.396712965258,16.096712965258,86.396712965258,-86.396712965258
BEKOK DEEP-1RDR1,Index,120.5496,73.6590412926003,0.104348829420708,0.0315127600776718,0.536914002355354,0.109009243375104,120.549106279155,16.2491062791555,86.5491062791555,-86.5491062791555
BEKOK DEEP-1RDR1,Index,120.702,73.6383526496043,0.105719336017864,0.0319162594194068,0.537338015252609,0.110437914104009,120.701499582485,16.4014995824854,86.7014995824854,-86.7014995824854
BEKOK DEEP-1RDR1,Index,120.8544,73.6176640066084,0.107090761326502,0.0323206314228033,0.53776211585407,0.111867712724201,120.853892875237,16.5538928752373,86.8538928752373,-86.8538928752373
BEKOK DEEP-1RDR1,Index,121.0068,73.5969753636124,0.108463105346528,0.0327258760878332,0.538186303952398,0.1132986394686,121.006286157401,16.7062861574007,87.0062861574007,-87.0062861574007
BEKOK DEEP-1RDR1,Index,121.1592,73.5762867206164,0.109836368077846,0.0331319934144684,0.538610579340867,0.114730694569573,121.158679428965,16.8586794289649,87.1586794289649,-87.1586794289649
BEKOK DEEP-1RDR1,Index,121.3116,73.5555980776204,0.111210549520362,0.0335389834026811,0.539034941813358,0.116163878258937,121.31107268992,17.0110726899195,87.3110726899195,-87.3110726899195
BEKOK DEEP-1RDR1,Index,121.464,73.5349094346245,0.112585649673981,0.0339468460524429,0.539459391164358,0.117598190767965,121.463465940254,17.163465940254,87.463465940254,-87.463465940254
BEKOK DEEP-1RDR1,Index,121.6164,73.5142207916285,0.113961668538607,0.0343555813637257,0.53988392718896,0.11903363232738,121.615859179958,17.3158591799577,87.6158591799577,-87.6158591799577
BEKOK DEEP-1RDR1,Index,121.7688,73.4935321486325,0.115338606114146,0.0347651893365013,0.540308549682857,0.120470203167364,121.76825240902,17.4682524090202,87.7682524090202,-87.7682524090202
BEKOK DEEP-1RDR1,Index,121.9212,73.4728435056366,0.116716462400502,0.0351756699707413,0.540733258442344,0.121907903517554,121.920645627431,17.6206456274309,87.9206456274309,-87.9206456274309
BEKOK DEEP-1RDR1,Index,122.0736,73.4521548626406,0.118095237397579,0.0355870232664173,0.541158053264314,0.123346733607047,122.073038835179,17.7730388351792,88.0730388351792,-88.0730388351792
BEKOK DEEP-1RDR1,Index,122.226,73.4314662196446,0.119474931105284,0.0359992492235009,0.541582933946254,0.1247866936644,122.225432032255,17.9254320322548,88.2254320322548,-88.2254320322548
BEKOK DEEP-1RDR1,Index,122.3784,73.4107775766487,0.12085554352352,0.0364123478419637,0.542007900286249,0.126227783917633,122.377825218647,18.0778252186469,88.3778252186469,-88.3778252186469
BEKOK DEEP-1RDR1,Index,122.5308,73.3900821034635,0.122237074652191,0.036826319121777,0.542432952082972,0.127670004594228,122.530218394345,18.2302183943451,88.5302183943451,-88.5302183943451
BEKOK DEEP-1RDR1,Index,122.6832,73.3693934604676,0.123619524491203,0.0372411630629122,0.542858089135689,0.129113355921134,122.682611559339,18.3826115593389,88.6826115593389,-88.6826115593389
BEKOK DEEP-1RDR1,Index,122.8356,73.3486979872824,0.12500289304046,0.0376568796653407,0.543283311244253,0.130557838124765,122.835004713618,18.5350047136176,88.8350047136176,-88.8350047136176
BEKOK DEEP-1RDR1,Index,122.988,73.3280093442865,0.126387180299865,0.0380734689290337,0.543708618209103,0.132003451431004,122.987397857171,18.6873978571709,88.9873978571708,-88.9873978571708
BEKOK DEEP-1RDR1,Index,123.1404,73.3073207012905,0.127772386269324,0.0384909308539624,0.544134009831262,0.133450196065206,123.139790989988,18.839790989988,89.139790989988,-89.139790989988
BEKOK DEEP-1RDR1,Index,123.2928,73.2866252281054,0.129158510948741,0.038909265440098,0.544559485912337,0.134898072252193,123.292184112059,18.9921841120586,89.2921841120586,-89.2921841120586
BEKOK DEEP-1RDR1,Index,123.4452,73.2659365851094,0.13054555433802,0.0393284726874115,0.544985046254514,0.136347080216264,123.444577223372,19.144577223372,89.444577223372,-89.444577223372
BEKOK DEEP-1RDR1,Index,123.5976,73.2452479421134,0.131933516437064,0.0397485525958739,0.545410690660555,0.137797220181191,123.596970323918,19.2969703239178,89.5969703239178,-89.5969703239178
BEKOK DEEP-1RDR1,Index,123.75,73.2245524689283,0.133322397245778,0.0401695051654562,0.545836418933802,0.139248492370221,123.749363413685,19.4493634136853,89.7493634136853,-89.7493634136853
BEKOK DEEP-1RDR1,Index,123.9024,73.2038638259323,0.134712196764067,0.0405913303961294,0.54626223087817,0.140700897006081,123.901756492664,19.6017564926641,89.9017564926641,-89.9017564926641
BEKOK DEEP-1RDR1,Index,124.0548,73.1831751829363,0.136102914991833,0.0410140282878642,0.546688126298145,0.142154434310975,124.054149560844,19.7541495608436,90.0541495608436,-90.0541495608436
BEKOK DEEP-1RDR1,Index,124.2072,73.1624797097512,0.137494551928981,0.0414375988406314,0.547114104998786,0.143609104506589,124.206542618213,19.9065426182134,90.2065426182133,-90.2065426182133
BEKOK DEEP-1RDR1,Index,124.3596,73.1417910667552,0.138887107575414,0.0418620420544017,0.54754016678572,0.145064907814089,124.358935664763,20.0589356647627,90.3589356647627,-90.3589356647627
BEKOK DEEP-1RDR1,Index,124.512,73.1210955935701,0.140280581931037,0.0422873579291459,0.547966311465138,0.146521844454128,124.511328700481,20.2113287004812,90.5113287004812,-90.5113287004812
BEKOK DEEP-1RDR1,Index,124.6644,73.1004001203849,0.141674974995753,0.0427135464648344,0.548392538843799,0.147979914646841,124.663721725358,20.3637217253582,90.6637217253582,-90.6637217253582
BEKOK DEEP-1RDR1,Index,124.8168,73.079711477389,0.143070286769465,0.0431406076614379,0.548818848729023,0.149439118611852,124.816114739383,20.5161147393834,90.8161147393834,-90.8161147393834
BEKOK DEEP-1RDR1,Index,124.9692,73.0590160042038,0.144466517252077,0.0435685415189267,0.549245240928693,0.150899456568272,124.968507742546,20.668507742546,90.968507742546,-90.968507742546
