wellName,datasetName,DEPTH,GR,NPHI,RHOB,RT
BEKOK DEEP-1RDR1 ST1,EDIT,1044.2448,75.06999969,0.225999996,2.319299936,2.789999962
BEKOK DEEP-1RDR1 ST1,EDIT,1044.3972,95.95999908,0.244200006,2.292599916,2.769999981
BEKOK DEEP-1RDR1 ST1,EDIT,1044.5496,85.09999847,0.251300007,2.280299902,2.779999971
BEKOK DEEP-1RDR1 ST1,EDIT,1044.702,80.93000031,0.261200011,2.280200005,2.799999952
BEKOK DEEP-1RDR1 ST1,EDIT,1044.8544,83.70999908,0.281599998,2.278300047,2.799999952
BEKOK DEEP-1RDR1 ST1,EDIT,1045.0068,69.69999695,0.253699988,2.247100115,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1045.1592,68.61000061,0.268099993,2.230900049,2.769999981
BEKOK DEEP-1RDR1 ST1,EDIT,1045.3116,69.65000153,0.283800006,2.211899996,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1045.464,67.23999786,0.266000003,2.205800056,2.779999971
BEKOK DEEP-1RDR1 ST1,EDIT,1045.6164,72.06999969,0.252900004,2.230900049,2.849999905
BEKOK DEEP-1RDR1 ST1,EDIT,1045.7688,94.98999786,0.244299993,2.22329998,2.960000038
BEKOK DEEP-1RDR1 ST1,EDIT,1045.9212,96.22000122,0.238800004,2.229099989,3.00999999
BEKOK DEEP-1RDR1 ST1,EDIT,1046.0736,85.73999786,0.246000007,2.232500076,3
BEKOK DEEP-1RDR1 ST1,EDIT,1046.226,84.08000183,0.262499988,2.2579,2.849999905
BEKOK DEEP-1RDR1 ST1,EDIT,1046.3784,82.55999756,0.257299989,2.228800058,2.74000001
BEKOK DEEP-1RDR1 ST1,EDIT,1046.5308,95.58000183,0.248099998,2.273000002,2.670000076
BEKOK DEEP-1RDR1 ST1,EDIT,1046.6832,94.29000092,0.230399996,2.331500053,2.650000095
BEKOK DEEP-1RDR1 ST1,EDIT,1046.8356,90.23999786,0.246900007,2.330300093,2.700000048
BEKOK DEEP-1RDR1 ST1,EDIT,1046.988,79.29000092,0.270500004,2.329799891,2.720000029
BEKOK DEEP-1RDR1 ST1,EDIT,1047.1404,78.23000336,0.279599994,2.289799929,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1047.2928,78.86000061,0.292199999,2.278100014,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1047.4452,81.63999939,0.282900006,2.291300058,2.75999999
BEKOK DEEP-1RDR1 ST1,EDIT,1047.5976,75.05000305,0.281899989,2.285000086,2.680000067
BEKOK DEEP-1RDR1 ST1,EDIT,1047.75,71.80999756,0.280000001,2.248800039,2.630000114
BEKOK DEEP-1RDR1 ST1,EDIT,1047.9024,84.06999969,0.280999988,2.246400118,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1048.0548,97.34999847,0.2755,2.278899908,2.519999981
BEKOK DEEP-1RDR1 ST1,EDIT,1048.2072,91.58000183,0.288800001,2.290800095,2.460000038
BEKOK DEEP-1RDR1 ST1,EDIT,1048.3596,94.25,0.285100013,2.302299976,2.450000048
BEKOK DEEP-1RDR1 ST1,EDIT,1048.512,103.4899979,0.275999993,2.315500021,2.470000029
BEKOK DEEP-1RDR1 ST1,EDIT,1048.6644,91.80000305,0.289200008,2.330800056,2.529999971
BEKOK DEEP-1RDR1 ST1,EDIT,1048.8168,90.08000183,0.296499997,2.347700119,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1048.9692,86.84999847,0.294400007,2.310300112,2.630000114
BEKOK DEEP-1RDR1 ST1,EDIT,1049.1216,136.4799957,0.299199998,2.285300016,2.700000048
BEKOK DEEP-1RDR1 ST1,EDIT,1049.274,101.0999985,0.294499993,2.301000118,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1049.4264,82.33999634,0.29339999,2.299200058,2.74000001
BEKOK DEEP-1RDR1 ST1,EDIT,1049.5788,95.41000366,0.290399998,2.305099964,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1049.7312,91.91999817,0.298000008,2.341099977,2.910000086
BEKOK DEEP-1RDR1 ST1,EDIT,1049.8836,64.45999908,0.300000012,2.323600054,2.940000057
BEKOK DEEP-1RDR1 ST1,EDIT,1050.036,74.72000122,0.307599992,2.21359992,2.950000048
BEKOK DEEP-1RDR1 ST1,EDIT,1050.1884,71.61000061,0.30250001,2.190500021,2.900000095
BEKOK DEEP-1RDR1 ST1,EDIT,1050.3408,76.75,0.313899994,2.188299894,2.769999981
BEKOK DEEP-1RDR1 ST1,EDIT,1050.4932,77.37999725,0.321799994,2.180299997,2.670000076
BEKOK DEEP-1RDR1 ST1,EDIT,1050.6456,92.62000275,0.327100009,2.181099892,2.660000086
BEKOK DEEP-1RDR1 ST1,EDIT,1050.798,85.55999756,0.323399991,2.172899961,2.599999905
BEKOK DEEP-1RDR1 ST1,EDIT,1050.9504,80.5,0.330300003,2.174499989,2.359999895
BEKOK DEEP-1RDR1 ST1,EDIT,1051.1028,93.66000366,0.328700006,2.238300085,2.140000105
BEKOK DEEP-1RDR1 ST1,EDIT,1051.2552,90.36000061,0.335099995,2.265100002,2.220000029
BEKOK DEEP-1RDR1 ST1,EDIT,1051.4076,94.04000092,0.328500003,2.317300081,2.369999886
BEKOK DEEP-1RDR1 ST1,EDIT,1051.56,102.25,0.318500012,2.339600086,2.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1051.7124,98.88999939,0.324200004,2.345700026,2.440000057
BEKOK DEEP-1RDR1 ST1,EDIT,1051.8648,83.29000092,0.339700013,2.298599958,2.49000001
BEKOK DEEP-1RDR1 ST1,EDIT,1052.0172,73.77999878,0.325199991,2.26789999,2.480000019
BEKOK DEEP-1RDR1 ST1,EDIT,1052.1696,59.83000183,0.291799992,2.261300087,2.430000067
BEKOK DEEP-1RDR1 ST1,EDIT,1052.322,87.44999695,0.284700006,2.269500017,2.400000095
BEKOK DEEP-1RDR1 ST1,EDIT,1052.4744,89.51000214,0.302899987,2.255500078,2.369999886
BEKOK DEEP-1RDR1 ST1,EDIT,1052.6268,81.05999756,0.298500001,2.254800081,2.339999914
BEKOK DEEP-1RDR1 ST1,EDIT,1052.7792,75.15000153,0.311300009,2.280200005,2.319999933
BEKOK DEEP-1RDR1 ST1,EDIT,1052.9316,81.47000122,0.337300003,2.305999994,2.220000029
BEKOK DEEP-1RDR1 ST1,EDIT,1053.084,89.63999939,0.337199986,2.332700014,1.960000038
BEKOK DEEP-1RDR1 ST1,EDIT,1053.2364,90.43000031,0.359899998,2.327899933,1.649999976
BEKOK DEEP-1RDR1 ST1,EDIT,1053.3888,111.0899963,0.371899992,2.377000093,1.539999962
BEKOK DEEP-1RDR1 ST1,EDIT,1053.5412,112.0299988,0.385399997,2.426500082,1.49000001
BEKOK DEEP-1RDR1 ST1,EDIT,1053.6936,119.5599976,0.368999988,2.420000076,1.480000019
BEKOK DEEP-1RDR1 ST1,EDIT,1053.846,110.9499969,0.373600006,2.35800004,1.49000001
BEKOK DEEP-1RDR1 ST1,EDIT,1053.9984,120.0999985,0.40169999,2.365099907,1.49000001
BEKOK DEEP-1RDR1 ST1,EDIT,1054.1508,106.4400024,0.381500006,2.370199919,1.460000038
BEKOK DEEP-1RDR1 ST1,EDIT,1054.3032,102.0299988,0.388700008,2.374000072,1.470000029
BEKOK DEEP-1RDR1 ST1,EDIT,1054.4556,85.27999878,0.355500013,2.404500008,1.460000038
BEKOK DEEP-1RDR1 ST1,EDIT,1054.608,74.16999817,0.292899996,2.377899885,1.480000019
BEKOK DEEP-1RDR1 ST1,EDIT,1054.7604,89.13999939,0.312400013,2.385400057,1.539999962
BEKOK DEEP-1RDR1 ST1,EDIT,1054.9128,98.33999634,0.315100014,2.402400017,1.570000052
BEKOK DEEP-1RDR1 ST1,EDIT,1055.0652,105.6900024,0.299100012,2.393300056,1.590000033
BEKOK DEEP-1RDR1 ST1,EDIT,1055.2176,97.52999878,0.29429999,2.389800072,1.629999995
BEKOK DEEP-1RDR1 ST1,EDIT,1055.37,96.5,0.303799987,2.396699905,1.620000005
BEKOK DEEP-1RDR1 ST1,EDIT,1055.5224,105.4499969,0.305700004,2.393300056,1.600000024
BEKOK DEEP-1RDR1 ST1,EDIT,1055.6748,98.55000305,0.295899987,2.397700071,1.620000005
BEKOK DEEP-1RDR1 ST1,EDIT,1055.8272,93.83999634,0.289299995,2.402100086,1.610000014
BEKOK DEEP-1RDR1 ST1,EDIT,1055.9796,94.87999725,0.291999996,2.394200087,1.629999995
BEKOK DEEP-1RDR1 ST1,EDIT,1056.132,99.01999664,0.296499997,2.365400076,1.679999948
BEKOK DEEP-1RDR1 ST1,EDIT,1056.2844,84.43000031,0.292199999,2.366600037,1.700000048
BEKOK DEEP-1RDR1 ST1,EDIT,1056.4368,97.16000366,0.299199998,2.361900091,1.75999999
BEKOK DEEP-1RDR1 ST1,EDIT,1056.5892,85.94000244,0.302700013,2.350699902,1.870000005
BEKOK DEEP-1RDR1 ST1,EDIT,1056.7416,82.22000122,0.291900009,2.299700022,1.970000029
BEKOK DEEP-1RDR1 ST1,EDIT,1056.894,87.69000244,0.282999992,2.263000011,2.039999962
BEKOK DEEP-1RDR1 ST1,EDIT,1057.0464,90.18000031,0.284200013,2.251899958,1.879999995
BEKOK DEEP-1RDR1 ST1,EDIT,1057.1988,100.4599991,0.288800001,2.32949996,1.74000001
BEKOK DEEP-1RDR1 ST1,EDIT,1057.3512,96.12999725,0.301400006,2.33769989,1.690000057
BEKOK DEEP-1RDR1 ST1,EDIT,1057.5036,90.68000031,0.321799994,2.370500088,1.679999948
BEKOK DEEP-1RDR1 ST1,EDIT,1057.656,98.30000305,0.326400012,2.414299965,1.679999948
BEKOK DEEP-1RDR1 ST1,EDIT,1057.8084,106.4100037,0.317699999,2.381799936,1.679999948
BEKOK DEEP-1RDR1 ST1,EDIT,1057.9608,105.1500015,0.318100005,2.375999928,1.669999957
BEKOK DEEP-1RDR1 ST1,EDIT,1058.1132,102.0800018,0.332500011,2.434400082,1.649999976
BEKOK DEEP-1RDR1 ST1,EDIT,1058.2656,103.5,0.347900003,2.4368999,1.620000005
BEKOK DEEP-1RDR1 ST1,EDIT,1058.418,91.90000153,0.332199991,2.429699898,1.590000033
BEKOK DEEP-1RDR1 ST1,EDIT,1058.5704,92.98999786,0.332800001,2.457299948,1.600000024
BEKOK DEEP-1RDR1 ST1,EDIT,1058.7228,106.2300034,0.336899996,2.423899889,1.600000024
BEKOK DEEP-1RDR1 ST1,EDIT,1058.8752,103.5500031,0.334100008,2.403700113,1.620000005
BEKOK DEEP-1RDR1 ST1,EDIT,1059.0276,102.6600037,0.324999988,2.462599993,1.639999986
BEKOK DEEP-1RDR1 ST1,EDIT,1059.18,106.8799973,0.312900007,2.433399916,1.639999986
BEKOK DEEP-1RDR1 ST1,EDIT,1059.3324,109.8000031,0.316500008,2.417500019,1.659999967
BEKOK DEEP-1RDR1 ST1,EDIT,1059.4848,98.36000061,0.312900007,2.422100067,1.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1059.6372,101.0100021,0.275200009,2.403800011,2.140000105
BEKOK DEEP-1RDR1 ST1,EDIT,1059.7896,96,0.242699996,2.388900042,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1059.942,91.58999634,0.235699996,2.415199995,2.880000114
BEKOK DEEP-1RDR1 ST1,EDIT,1060.0944,90.59999847,0.238800004,2.410900116,2.910000086
BEKOK DEEP-1RDR1 ST1,EDIT,1060.2468,97.83000183,0.256700009,2.423199892,2.839999914
BEKOK DEEP-1RDR1 ST1,EDIT,1060.3992,96.58000183,0.288199991,2.438999891,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1060.5516,102.0800018,0.304500014,2.418600082,2.730000019
BEKOK DEEP-1RDR1 ST1,EDIT,1060.704,100.0500031,0.307900012,2.385099888,2.720000029
BEKOK DEEP-1RDR1 ST1,EDIT,1060.8564,106.9599991,0.311699986,2.34649992,2.720000029
BEKOK DEEP-1RDR1 ST1,EDIT,1061.0088,95.34999847,0.316000015,2.363699913,2.700000048
BEKOK DEEP-1RDR1 ST1,EDIT,1061.1612,91.72000122,0.333299994,2.353399992,2.619999886
BEKOK DEEP-1RDR1 ST1,EDIT,1061.3136,97.59999847,0.320499986,2.344899893,2.50999999
BEKOK DEEP-1RDR1 ST1,EDIT,1061.466,101.7699966,0.328299999,2.338700056,2.369999886
BEKOK DEEP-1RDR1 ST1,EDIT,1061.6184,100.3799973,0.317099988,2.369199991,2.289999962
BEKOK DEEP-1RDR1 ST1,EDIT,1061.7708,101.8300018,0.305700004,2.374799967,2.25999999
BEKOK DEEP-1RDR1 ST1,EDIT,1061.9232,97.81999969,0.309500009,2.394000053,2.269999981
BEKOK DEEP-1RDR1 ST1,EDIT,1062.0756,106.5800018,0.309300005,2.398999929,2.339999914
BEKOK DEEP-1RDR1 ST1,EDIT,1062.228,101.1600037,0.304500014,2.420000076,2.359999895
BEKOK DEEP-1RDR1 ST1,EDIT,1062.3804,89.27999878,0.285699993,2.392400026,2.269999981
BEKOK DEEP-1RDR1 ST1,EDIT,1062.5328,104.1800003,0.291799992,2.37319994,2.170000076
BEKOK DEEP-1RDR1 ST1,EDIT,1062.6852,101.9800034,0.296099991,2.375299931,2.109999895
BEKOK DEEP-1RDR1 ST1,EDIT,1062.8376,110.8099976,0.297100008,2.35619998,2.099999905
BEKOK DEEP-1RDR1 ST1,EDIT,1062.99,109.7200012,0.316199988,2.357500076,2.150000095
BEKOK DEEP-1RDR1 ST1,EDIT,1063.1424,108.8600006,0.312599987,2.369100094,2.299999952
BEKOK DEEP-1RDR1 ST1,EDIT,1063.2948,95.51000214,0.305299997,2.360500097,2.529999971
BEKOK DEEP-1RDR1 ST1,EDIT,1063.4472,104,0.312400013,2.365099907,2.789999962
BEKOK DEEP-1RDR1 ST1,EDIT,1063.5996,83.69999695,0.282000005,2.344199896,2.980000019
BEKOK DEEP-1RDR1 ST1,EDIT,1063.752,91.73999786,0.254099995,2.331099987,3.150000095
BEKOK DEEP-1RDR1 ST1,EDIT,1063.9044,89.94000244,0.254400015,2.341700077,3.279999971
BEKOK DEEP-1RDR1 ST1,EDIT,1064.0568,80.54000092,0.236900002,2.361900091,3.329999924
BEKOK DEEP-1RDR1 ST1,EDIT,1064.2092,65.94999695,0.244399995,2.334399939,3.339999914
BEKOK DEEP-1RDR1 ST1,EDIT,1064.3616,75.19000244,0.252499998,2.347700119,3.25
BEKOK DEEP-1RDR1 ST1,EDIT,1064.514,82.93000031,0.243100002,2.314699888,3.079999924
BEKOK DEEP-1RDR1 ST1,EDIT,1064.6664,77.05999756,0.233600006,2.260999918,2.829999924
BEKOK DEEP-1RDR1 ST1,EDIT,1064.8188,70.73999786,0.239399999,2.193799973,2.680000067
BEKOK DEEP-1RDR1 ST1,EDIT,1064.9712,62.99000168,0.28490001,2.130800009,2.640000105
BEKOK DEEP-1RDR1 ST1,EDIT,1065.1236,51.29000092,0.291999996,2.106100082,2.619999886
BEKOK DEEP-1RDR1 ST1,EDIT,1065.276,58.47999954,0.302399993,2.101900101,2.609999895
BEKOK DEEP-1RDR1 ST1,EDIT,1065.4284,57.25999832,0.2852,2.084800005,2.549999952
BEKOK DEEP-1RDR1 ST1,EDIT,1065.5808,59.34999847,0.284299999,2.093199968,2.470000029
BEKOK DEEP-1RDR1 ST1,EDIT,1065.7332,63.50999832,0.295700014,2.114300013,2.420000076
BEKOK DEEP-1RDR1 ST1,EDIT,1065.8856,61.47999954,0.294699997,2.098500013,2.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1066.038,62.15999985,0.272799999,2.084899902,2.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1066.1904,56.36000061,0.280900002,2.088900089,2.430000067
BEKOK DEEP-1RDR1 ST1,EDIT,1066.3428,70.54000092,0.26910001,2.092299938,2.559999943
BEKOK DEEP-1RDR1 ST1,EDIT,1066.4952,72.55000305,0.268099993,2.157000065,2.700000048
BEKOK DEEP-1RDR1 ST1,EDIT,1066.6476,89.98999786,0.289600015,2.201100111,2.779999971
BEKOK DEEP-1RDR1 ST1,EDIT,1066.8,81.5,0.281699985,2.221100092,2.819999933
BEKOK DEEP-1RDR1 ST1,EDIT,1066.9524,89.56999969,0.271699995,2.221899986,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1067.1048,81.62000275,0.279799998,2.233799934,2.680000067
BEKOK DEEP-1RDR1 ST1,EDIT,1067.2572,85.84999847,0.267399997,2.182699919,2.589999914
BEKOK DEEP-1RDR1 ST1,EDIT,1067.4096,65.08000183,0.272100002,2.154599905,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1067.562,66.98000336,0.283699989,2.107199907,2.589999914
BEKOK DEEP-1RDR1 ST1,EDIT,1067.7144,77.69999695,0.273799986,2.115099907,2.619999886
BEKOK DEEP-1RDR1 ST1,EDIT,1067.8668,77.33000183,0.264699996,2.11619997,2.599999905
BEKOK DEEP-1RDR1 ST1,EDIT,1068.0192,75.05000305,0.279300004,2.134799957,2.549999952
BEKOK DEEP-1RDR1 ST1,EDIT,1068.1716,65.16000366,0.2861,2.131200075,2.519999981
BEKOK DEEP-1RDR1 ST1,EDIT,1068.324,44.66999817,0.296700001,2.12680006,2.50999999
BEKOK DEEP-1RDR1 ST1,EDIT,1068.4764,56.86999893,0.294099987,2.117399931,2.5
BEKOK DEEP-1RDR1 ST1,EDIT,1068.6288,74.48000336,0.292600006,2.105700016,2.5
BEKOK DEEP-1RDR1 ST1,EDIT,1068.7812,80.62000275,0.275900006,2.118400097,2.5
BEKOK DEEP-1RDR1 ST1,EDIT,1068.9336,73.40000153,0.2588,2.112999916,2.519999981
BEKOK DEEP-1RDR1 ST1,EDIT,1069.086,67.45999908,0.275200009,2.106100082,2.539999962
BEKOK DEEP-1RDR1 ST1,EDIT,1069.2384,61.41999817,0.271299988,2.105999947,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1069.3908,71.20999908,0.28670001,2.132100105,2.619999886
BEKOK DEEP-1RDR1 ST1,EDIT,1069.5432,70.13999939,0.299199998,2.139699936,2.660000086
BEKOK DEEP-1RDR1 ST1,EDIT,1069.6956,70.37000275,0.285899997,2.151499987,2.660000086
BEKOK DEEP-1RDR1 ST1,EDIT,1069.848,70.15000153,0.267100006,2.161200047,2.640000105
BEKOK DEEP-1RDR1 ST1,EDIT,1070.0004,65.94999695,0.286599994,2.137000084,2.670000076
BEKOK DEEP-1RDR1 ST1,EDIT,1070.1528,61.68000031,0.287,2.150099993,2.680000067
BEKOK DEEP-1RDR1 ST1,EDIT,1070.3052,66.38999939,0.276199996,2.164799929,2.640000105
BEKOK DEEP-1RDR1 ST1,EDIT,1070.4576,63.61999893,0.271400005,2.164599895,2.609999895
BEKOK DEEP-1RDR1 ST1,EDIT,1070.61,73.40000153,0.262699991,2.156399965,2.660000086
BEKOK DEEP-1RDR1 ST1,EDIT,1070.7624,70.76999664,0.266299993,2.165499926,2.74000001
BEKOK DEEP-1RDR1 ST1,EDIT,1070.9148,74.83999634,0.271400005,2.182300091,2.799999952
BEKOK DEEP-1RDR1 ST1,EDIT,1071.0672,81.48000336,0.266499996,2.184999943,2.829999924
BEKOK DEEP-1RDR1 ST1,EDIT,1071.2196,79.12999725,0.275099993,2.200099945,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1071.372,71.65000153,0.275000006,2.196199894,2.799999952
BEKOK DEEP-1RDR1 ST1,EDIT,1071.5244,94.90000153,0.227799997,2.199500084,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1071.6768,83.05999756,0.230399996,2.189100027,2.819999933
BEKOK DEEP-1RDR1 ST1,EDIT,1071.8292,70.58000183,0.234699994,2.201299906,2.839999914
BEKOK DEEP-1RDR1 ST1,EDIT,1071.9816,77.72000122,0.251700014,2.202600002,2.829999924
BEKOK DEEP-1RDR1 ST1,EDIT,1072.134,79.54000092,0.245000005,2.205499887,2.809999943
BEKOK DEEP-1RDR1 ST1,EDIT,1072.2864,71.06999969,0.256199986,2.181799889,2.829999924
BEKOK DEEP-1RDR1 ST1,EDIT,1072.4388,62.34000015,0.247600004,2.209199905,2.829999924
BEKOK DEEP-1RDR1 ST1,EDIT,1072.5912,80.19000244,0.264600009,2.202199936,2.839999914
BEKOK DEEP-1RDR1 ST1,EDIT,1072.7436,78.88999939,0.236000001,2.201800108,2.869999886
BEKOK DEEP-1RDR1 ST1,EDIT,1072.896,80,0.244299993,2.213399887,2.890000105
BEKOK DEEP-1RDR1 ST1,EDIT,1073.0484,82.09999847,0.2359,2.216200113,2.900000095
BEKOK DEEP-1RDR1 ST1,EDIT,1073.2008,80.84999847,0.217500001,2.199700117,2.849999905
BEKOK DEEP-1RDR1 ST1,EDIT,1073.3532,71.26999664,0.223800004,2.221199989,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1073.5056,74.62000275,0.239899993,2.221199989,2.480000019
BEKOK DEEP-1RDR1 ST1,EDIT,1073.658,92.52999878,0.263399988,2.244899988,2.470000029
BEKOK DEEP-1RDR1 ST1,EDIT,1073.8104,68.94999695,0.259600013,2.266900063,2.49000001
BEKOK DEEP-1RDR1 ST1,EDIT,1073.9628,64.51999664,0.251899987,2.184200048,2.519999981
BEKOK DEEP-1RDR1 ST1,EDIT,1074.1152,61.02000046,0.251300007,2.128999949,2.440000057
BEKOK DEEP-1RDR1 ST1,EDIT,1074.2676,58.25,0.237800002,2.105600119,2.329999924
BEKOK DEEP-1RDR1 ST1,EDIT,1074.42,57.75,0.240999997,2.094300032,2.200000048
BEKOK DEEP-1RDR1 ST1,EDIT,1074.5724,72.27999878,0.279799998,2.102400064,1.980000019
BEKOK DEEP-1RDR1 ST1,EDIT,1074.7248,87,0.299400002,2.177000046,1.629999995
BEKOK DEEP-1RDR1 ST1,EDIT,1074.8772,101.2699966,0.315400004,2.264899969,1.350000024
BEKOK DEEP-1RDR1 ST1,EDIT,1075.0296,100.3300018,0.377299994,2.296099901,1.370000005
BEKOK DEEP-1RDR1 ST1,EDIT,1075.182,114.6200027,0.372799993,2.284300089,1.450000048
BEKOK DEEP-1RDR1 ST1,EDIT,1075.3344,102.3199997,0.316000015,2.330800056,1.679999948
BEKOK DEEP-1RDR1 ST1,EDIT,1075.4868,96.38999939,0.299600005,2.321799994,2.019999981
BEKOK DEEP-1RDR1 ST1,EDIT,1075.6392,90.08999634,0.256500006,2.273400068,2.299999952
BEKOK DEEP-1RDR1 ST1,EDIT,1075.7916,85.87999725,0.218099996,2.279000044,2.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1075.944,79.66999817,0.224399999,2.268199921,2.430000067
BEKOK DEEP-1RDR1 ST1,EDIT,1076.0964,78.62999725,0.231000006,2.258899927,2.50999999
BEKOK DEEP-1RDR1 ST1,EDIT,1076.2488,73.05000305,0.234999999,2.282000065,2.599999905
BEKOK DEEP-1RDR1 ST1,EDIT,1076.4012,78.79000092,0.232700005,2.310899973,2.690000057
BEKOK DEEP-1RDR1 ST1,EDIT,1076.5536,88.83000183,0.2412,2.295000076,2.769999981
BEKOK DEEP-1RDR1 ST1,EDIT,1076.706,87.51000214,0.242599994,2.241400003,2.849999905
BEKOK DEEP-1RDR1 ST1,EDIT,1076.8584,76.45999908,0.223900005,2.243499994,2.869999886
BEKOK DEEP-1RDR1 ST1,EDIT,1077.0108,81.66999817,0.221399993,2.233799934,2.890000105
BEKOK DEEP-1RDR1 ST1,EDIT,1077.1632,90.45999908,0.230900005,2.23390007,2.890000105
BEKOK DEEP-1RDR1 ST1,EDIT,1077.3156,75.94000244,0.226899996,2.243400097,2.890000105
BEKOK DEEP-1RDR1 ST1,EDIT,1077.468,75.18000031,0.236599997,2.263299942,2.849999905
BEKOK DEEP-1RDR1 ST1,EDIT,1077.6204,75.15000153,0.252400011,2.259000063,2.779999971
BEKOK DEEP-1RDR1 ST1,EDIT,1077.7728,78.27999878,0.2579,2.24729991,2.730000019
BEKOK DEEP-1RDR1 ST1,EDIT,1077.9252,91.04000092,0.264999986,2.298099995,2.710000038
BEKOK DEEP-1RDR1 ST1,EDIT,1078.0776,92.36000061,0.255199999,2.290800095,2.690000057
BEKOK DEEP-1RDR1 ST1,EDIT,1078.23,98.04000092,0.280800015,2.291300058,2.619999886
BEKOK DEEP-1RDR1 ST1,EDIT,1078.3824,90.69999695,0.28490001,2.323699951,2.539999962
BEKOK DEEP-1RDR1 ST1,EDIT,1078.5348,88.62999725,0.287499994,2.355600119,2.569999933
BEKOK DEEP-1RDR1 ST1,EDIT,1078.6872,105.8899994,0.284200013,2.414200068,2.650000095
BEKOK DEEP-1RDR1 ST1,EDIT,1078.8396,101.2099991,0.280699998,2.4223001,2.690000057
BEKOK DEEP-1RDR1 ST1,EDIT,1078.992,103.6900024,0.286500007,2.376899958,2.670000076
BEKOK DEEP-1RDR1 ST1,EDIT,1079.1444,95.91999817,0.276499987,2.363600016,2.579999924
BEKOK DEEP-1RDR1 ST1,EDIT,1079.2968,94.02999878,0.271800011,2.406699896,2.470000029
BEKOK DEEP-1RDR1 ST1,EDIT,1079.4492,120.8700027,0.297899991,2.409199953,2.390000105
BEKOK DEEP-1RDR1 ST1,EDIT,1079.6016,120.8600006,0.3037,2.387399912,2.329999924
BEKOK DEEP-1RDR1 ST1,EDIT,1079.754,112.0299988,0.314399987,2.375400066,2.210000038
BEKOK DEEP-1RDR1 ST1,EDIT,1079.9064,122.4899979,0.314099997,2.380500078,2.119999886
BEKOK DEEP-1RDR1 ST1,EDIT,1080.0588,120.4000015,0.318300009,2.363300085,2.109999895
BEKOK DEEP-1RDR1 ST1,EDIT,1080.2112,124.5100021,0.333299994,2.362299919,2.130000114
BEKOK DEEP-1RDR1 ST1,EDIT,1080.3636,116.9100037,0.325700015,2.353199959,2.099999905
BEKOK DEEP-1RDR1 ST1,EDIT,1080.516,111.2200012,0.3134,2.37319994,2.130000114
BEKOK DEEP-1RDR1 ST1,EDIT,1080.6684,94.88999939,0.309599996,2.403800011,2.24000001
BEKOK DEEP-1RDR1 ST1,EDIT,1080.8208,97.69000244,0.314900011,2.41689992,2.299999952
BEKOK DEEP-1RDR1 ST1,EDIT,1080.9732,101.25,0.326499999,2.402699947,2.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1081.1256,98.51999664,0.342299998,2.385699987,2.539999962
BEKOK DEEP-1RDR1 ST1,EDIT,1081.278,98.91999817,0.335099995,2.340899944,2.690000057
BEKOK DEEP-1RDR1 ST1,EDIT,1081.4304,106.3099976,0.315800011,2.381799936,2.720000029
BEKOK DEEP-1RDR1 ST1,EDIT,1081.5828,96.68000031,0.308699995,2.353300095,2.75
BEKOK DEEP-1RDR1 ST1,EDIT,1081.7352,90.26000214,0.309700012,2.332799911,2.779999971
BEKOK DEEP-1RDR1 ST1,EDIT,1081.8876,75.66000366,0.315899998,2.297600031,2.799999952
BEKOK DEEP-1RDR1 ST1,EDIT,1082.04,95.93000031,0.278899997,2.293800116,2.890000105
BEKOK DEEP-1RDR1 ST1,EDIT,1082.1924,97.73000336,0.296600014,2.331500053,3
BEKOK DEEP-1RDR1 ST1,EDIT,1082.3448,93.16999817,0.251899987,2.311500072,3.069999933
BEKOK DEEP-1RDR1 ST1,EDIT,1082.4972,86.26000214,0.266099989,2.264899969,3.130000114
BEKOK DEEP-1RDR1 ST1,EDIT,1082.6496,71.90000153,0.269400001,2.249300003,3.180000067
BEKOK DEEP-1RDR1 ST1,EDIT,1082.802,80.51999664,0.254999995,2.254400015,3.269999981
BEKOK DEEP-1RDR1 ST1,EDIT,1082.9544,86.55000305,0.258300006,2.267499924,3.380000114
BEKOK DEEP-1RDR1 ST1,EDIT,1083.1068,72.94999695,0.271100014,2.265500069,3.470000029
