wellName,datasetName,DEPTH,CALI,DTCO,DTSH,GR,NPHI,RHOB,RT
BEKOK DEEP-1RDR1,EDIT,579.6228785,12.96872868,148.3032265,400.3714769,90.61151123,0.514692008,2.098677355,1.699712268
BEKOK DEEP-1RDR1,EDIT,579.7752785,12.97023501,146.7942607,395.0164259,84.27157593,0.508317369,2.097089486,1.721595304
BEKOK DEEP-1RDR1,EDIT,579.9276785,13.03538311,146.7114347,393.7580689,83.51557922,0.503864619,2.092915673,1.728724742
BEKOK DEEP-1RDR1,EDIT,580.0800785,13.11355074,147.4839303,399.8758792,83.20139313,0.504882056,2.085634427,1.710903137
BEKOK DEEP-1RDR1,EDIT,580.2324785,13.19494085,148.1373677,403.2554048,87.72731781,0.488445024,2.085179554,1.693411672
BEKOK DEEP-1RDR1,EDIT,580.3848785,13.23459522,148.0626726,402.3381748,88.16838074,0.49366112,2.088723969,1.693311921
BEKOK DEEP-1RDR1,EDIT,580.5372785,13.2305763,147.8434328,400.923085,88.40816498,0.484487778,2.094347716,1.700677252
BEKOK DEEP-1RDR1,EDIT,580.6896785,13.24243648,147.8117211,395.0346611,88.99698639,0.4756595,2.095778325,1.705717
BEKOK DEEP-1RDR1,EDIT,580.8420785,13.23439366,148.2116763,392.7695558,89.96406555,0.473063424,2.09848212,1.717129715
BEKOK DEEP-1RDR1,EDIT,580.9944785,13.17026964,148.4916841,394.6147622,90.59380341,0.490243216,2.102158687,1.720053902
BEKOK DEEP-1RDR1,EDIT,581.1468785,13.1551578,148.4817593,396.4759928,88.10903168,0.505818895,2.10783601,1.725150262
BEKOK DEEP-1RDR1,EDIT,581.2992785,13.13331297,148.3502961,398.678229,89.5974884,0.520528566,2.113582415,1.733062864
BEKOK DEEP-1RDR1,EDIT,581.4516785,13.04430067,148.3247945,398.5646383,89.05210876,0.547554999,2.116316909,1.737830806
BEKOK DEEP-1RDR1,EDIT,581.6040785,12.94109516,148.6870342,401.3313896,89.4429245,0.588496789,2.119221925,1.743703436
BEKOK DEEP-1RDR1,EDIT,581.7564785,13.01339843,149.1246974,406.0286664,90.65973663,0.577689446,2.121184491,1.746604159
BEKOK DEEP-1RDR1,EDIT,581.9088785,13.0384922,149.4263683,410.4035132,92.07335663,0.53325396,2.125778395,1.751000798
BEKOK DEEP-1RDR1,EDIT,582.0612785,13.04121828,149.3208481,413.7781027,94.61784363,0.530595805,2.128966698,1.744230471
BEKOK DEEP-1RDR1,EDIT,582.2136785,13.05374816,149.2092824,416.1529714,94.81546021,0.554956529,2.134115557,1.741372462
BEKOK DEEP-1RDR1,EDIT,582.3660785,13.07536632,149.3673217,416.840898,97.07366943,0.530294606,2.14106027,1.750611373
BEKOK DEEP-1RDR1,EDIT,582.5184785,13.10742763,149.967409,417.9991501,97.53107452,0.490702079,2.148562572,1.761560124
BEKOK DEEP-1RDR1,EDIT,582.6708785,13.15578873,151.0818637,419.9829882,96.61042023,0.470263311,2.148581883,1.748386682
BEKOK DEEP-1RDR1,EDIT,582.8232785,13.20266327,152.066656,423.9714762,96.57561493,0.521146937,2.144833437,1.70875345
BEKOK DEEP-1RDR1,EDIT,582.9756785,13.23993025,152.3316153,427.5612607,102.249382,0.548749315,2.142322191,1.677407967
BEKOK DEEP-1RDR1,EDIT,583.1280785,13.22204754,151.700705,431.6601678,105.3401184,0.526789771,2.144983727,1.669296101
BEKOK DEEP-1RDR1,EDIT,583.2804785,13.19228372,151.1333813,432.7195444,102.5486069,0.463681642,2.145371605,1.697568299
BEKOK DEEP-1RDR1,EDIT,583.4328785,13.19799901,151.5792028,428.8411536,98.27728271,0.435676439,2.142833119,1.734285632
BEKOK DEEP-1RDR1,EDIT,583.5852785,13.19299355,152.0946559,421.553345,99.15529633,0.444586559,2.143338992,1.734517733
BEKOK DEEP-1RDR1,EDIT,583.7376785,13.17418916,151.9974614,416.7122828,102.2195663,0.435139603,2.156125396,1.727800811
BEKOK DEEP-1RDR1,EDIT,583.8900785,13.16569505,151.8744594,424.3056118,99.65762329,0.455429778,2.17282081,1.743836001
BEKOK DEEP-1RDR1,EDIT,584.0424785,13.13619314,152.4684105,429.1172026,92.86851501,0.498081127,2.182543249,1.737589883
BEKOK DEEP-1RDR1,EDIT,584.1948785,13.15013253,153.8161511,432.8022082,89.02342987,0.57133106,2.17465842,1.691275338
BEKOK DEEP-1RDR1,EDIT,584.3472785,13.17875984,154.8704038,434.3707255,89.5664978,0.593004838,2.157923877,1.647703117
BEKOK DEEP-1RDR1,EDIT,584.4996785,13.2320779,154.4224348,434.0509258,93.93318176,0.534359381,2.143608442,1.630411833
BEKOK DEEP-1RDR1,EDIT,584.6520785,13.25219668,153.8933113,440.643498,93.5320282,0.497781555,2.142965194,1.641520537
BEKOK DEEP-1RDR1,EDIT,584.8044785,13.24365001,153.9439447,438.2621407,90.6281662,0.526955681,2.153165272,1.663283934
BEKOK DEEP-1RDR1,EDIT,584.9568785,13.2368905,154.5039064,437.0192337,86.86711884,0.55640132,2.160242909,1.653182477
BEKOK DEEP-1RDR1,EDIT,585.1092785,13.26947686,155.4081696,435.8500438,89.80098724,0.548343903,2.157640483,1.624277296
BEKOK DEEP-1RDR1,EDIT,585.2616785,13.25375869,156.0558552,439.7839044,89.66729736,0.522772365,2.148706504,1.607839891
BEKOK DEEP-1RDR1,EDIT,585.4140785,13.2425497,156.1058101,445.2638683,88.71338654,0.531686101,2.141252208,1.608048176
BEKOK DEEP-1RDR1,EDIT,585.5664785,13.23504898,156.0735481,447.6131524,88.64115906,0.551369093,2.137006408,1.596040276
BEKOK DEEP-1RDR1,EDIT,585.7188785,13.23241401,155.8412354,445.3606322,92.55429077,0.544234061,2.132520156,1.581065775
BEKOK DEEP-1RDR1,EDIT,585.8712785,13.23140736,155.0154818,443.6035571,94.91855621,0.543428929,2.129006806,1.597310207
BEKOK DEEP-1RDR1,EDIT,586.0236785,13.23403844,152.641678,440.4145964,90.12686157,0.553424928,2.126698409,1.622933806
BEKOK DEEP-1RDR1,EDIT,586.1760785,13.23427902,148.7464184,433.3396707,85.41543579,0.57083168,2.128819174,1.679522295
BEKOK DEEP-1RDR1,EDIT,586.3284785,13.23434333,145.39484,419.7086833,83.82431793,0.509696623,2.141258398,1.810580096
BEKOK DEEP-1RDR1,EDIT,586.4808785,13.20305028,143.4290595,398.462564,86.11608124,0.490147936,2.156279187,1.936292885
BEKOK DEEP-1RDR1,EDIT,586.6332785,13.21185657,142.9423796,385.5830215,83.13101196,0.476541462,2.16397639,2.006391234
BEKOK DEEP-1RDR1,EDIT,586.7856785,13.33914448,143.2259255,381.6796219,80.85441589,0.48275196,2.164788512,2.017514449
BEKOK DEEP-1RDR1,EDIT,586.9380785,13.37758615,143.2685233,385.0290213,81.28283691,0.46579684,2.165725864,2.030413696
BEKOK DEEP-1RDR1,EDIT,587.0904785,13.38553139,143.6332682,388.094338,84.89420319,0.472499348,2.171713382,2.040268517
BEKOK DEEP-1RDR1,EDIT,587.2428785,13.3761621,145.1064237,389.7054897,87.38082123,0.499528,2.172807427,2.013110791
BEKOK DEEP-1RDR1,EDIT,587.3952785,13.33996891,145.1788819,390.6965985,88.52869415,0.516985234,2.168929826,1.99415937
BEKOK DEEP-1RDR1,EDIT,587.5476785,13.24532118,144.6810053,387.7109099,90.34668732,0.525215398,2.161280506,1.994116782
BEKOK DEEP-1RDR1,EDIT,587.7000785,13.16460694,144.2227493,386.6387655,89.00397491,0.512934856,2.160420586,2.005440611
BEKOK DEEP-1RDR1,EDIT,587.8524785,13.21986576,143.9294176,388.5947405,87.66786957,0.494427212,2.163546128,2.015293734
BEKOK DEEP-1RDR1,EDIT,588.0048785,13.25253858,143.8718189,387.5584978,85.23971558,0.43849611,2.169844517,2.020180133
BEKOK DEEP-1RDR1,EDIT,588.1572785,13.29007891,144.0610072,388.4263787,84.91957092,0.430298023,2.173790763,2.019879629
BEKOK DEEP-1RDR1,EDIT,588.3096785,13.32380045,144.2175679,387.9911383,84.39100647,0.45174967,2.17371468,2.015754357
BEKOK DEEP-1RDR1,EDIT,588.4620785,13.36635108,144.4377489,387.8899748,84.40299225,0.486656456,2.170298574,2.011087266
BEKOK DEEP-1RDR1,EDIT,588.6144785,13.40226509,144.3907721,386.4828771,83.9151535,0.466340562,2.165852532,2.006631976
BEKOK DEEP-1RDR1,EDIT,588.7668785,13.39643302,144.1498612,384.4813557,82.84339905,0.451055398,2.165675865,2.007273608
BEKOK DEEP-1RDR1,EDIT,588.9192785,13.38921521,144.0094052,385.4840618,84.60697174,0.423814612,2.168853578,2.011758197
BEKOK DEEP-1RDR1,EDIT,589.0716785,13.3793698,144.0234382,383.8442413,88.24677277,0.422383634,2.170295506,2.020122546
BEKOK DEEP-1RDR1,EDIT,589.2240785,13.35997691,144.0780849,383.268781,88.52472687,0.427584367,2.171438146,2.027860249
BEKOK DEEP-1RDR1,EDIT,589.3764785,13.33568896,144.0802587,382.8604655,89.3973465,0.461611263,2.17157357,2.03415079
BEKOK DEEP-1RDR1,EDIT,589.5288785,13.30766355,143.9232539,383.0948826,88.7831192,0.49931408,2.172004558,2.042895376
BEKOK DEEP-1RDR1,EDIT,589.6812785,13.30583982,143.5897457,383.2062407,90.88684845,0.512123517,2.170185314,2.055501612
BEKOK DEEP-1RDR1,EDIT,589.8336785,13.32687252,143.5734151,382.8753037,87.83547211,0.531694543,2.169476818,2.064214393
BEKOK DEEP-1RDR1,EDIT,589.9860785,13.37288616,143.388115,382.8104058,86.36062622,0.520292444,2.169478584,2.074259604
BEKOK DEEP-1RDR1,EDIT,590.1384785,13.42619899,142.7164371,382.6918186,86.28245544,0.51672881,2.168936338,2.090011357
BEKOK DEEP-1RDR1,EDIT,590.2908785,13.44785498,142.5558208,381.5634556,88.85845184,0.485291703,2.171609178,2.096825962
BEKOK DEEP-1RDR1,EDIT,590.4432785,13.45614816,142.3328657,379.3997383,90.10955811,0.475010816,2.176282731,2.096919782
BEKOK DEEP-1RDR1,EDIT,590.5956785,13.46513376,142.9172082,379.1213152,89.8730545,0.509700606,2.183373943,2.105605205
BEKOK DEEP-1RDR1,EDIT,590.7480785,13.46274762,144.1276979,381.2693928,86.36688995,0.517616732,2.185872401,2.116645309
BEKOK DEEP-1RDR1,EDIT,590.9004785,13.44457749,145.02249,387.6376365,85.62069702,0.517067566,2.18533969,2.07243605
BEKOK DEEP-1RDR1,EDIT,591.0528785,13.41702762,145.4080577,391.6078163,86.60162354,0.469578737,2.187596854,2.020894352
BEKOK DEEP-1RDR1,EDIT,591.2052785,13.39658169,145.4397302,395.9779907,88.89542389,0.470575725,2.19261209,2.004600417
BEKOK DEEP-1RDR1,EDIT,591.3576785,13.42359005,145.644545,398.6671819,89.46622467,0.484391743,2.196727612,1.996768224
BEKOK DEEP-1RDR1,EDIT,591.5100785,13.43445404,146.2122956,400.7135705,90.76895905,0.471901028,2.192909126,1.971037971
BEKOK DEEP-1RDR1,EDIT,591.6624785,13.44914009,146.6672695,404.5017144,93.8094101,0.452710195,2.186327919,1.941045945
BEKOK DEEP-1RDR1,EDIT,591.8148785,13.50106225,146.9148028,406.7506488,97.90821838,0.431803767,2.184215462,1.928813382
BEKOK DEEP-1RDR1,EDIT,591.9672785,13.55466088,146.8177989,407.2376632,100.8440933,0.44121118,2.186734706,1.932388929
BEKOK DEEP-1RDR1,EDIT,592.1196785,13.5840983,146.5804209,406.2002636,99.89559937,0.459713848,2.190104863,1.934328712
BEKOK DEEP-1RDR1,EDIT,592.2720785,13.59938753,146.4464795,403.5282548,95.35759735,0.489544974,2.189044223,1.938176808
BEKOK DEEP-1RDR1,EDIT,592.4244785,13.6004129,146.4652139,402.056619,89.82485962,0.513029215,2.183177496,1.940763003
BEKOK DEEP-1RDR1,EDIT,592.5768785,13.60386844,146.4425082,399.6671525,87.1182785,0.513732414,2.175178638,1.945875553
BEKOK DEEP-1RDR1,EDIT,592.7292785,13.57842894,146.2899465,399.8082874,88.05203247,0.512734231,2.170538341,1.934399733
BEKOK DEEP-1RDR1,EDIT,592.8816785,13.5373469,146.4379588,402.5115845,90.3953476,0.479639759,2.170707872,1.914016643
BEKOK DEEP-1RDR1,EDIT,593.0340785,13.50859883,146.7820297,408.3361522,97.60601044,0.473356856,2.173957587,1.886233832
BEKOK DEEP-1RDR1,EDIT,593.1864785,13.50928699,145.7850001,414.0541095,97.32881165,0.484869691,2.174595523,1.84218179
BEKOK DEEP-1RDR1,EDIT,593.3388785,13.50076658,144.0875574,418.0827748,94.51161957,0.494318941,2.172752464,1.822058702
BEKOK DEEP-1RDR1,EDIT,593.4912785,13.50063704,144.3831186,424.6553734,87.45554352,0.488312808,2.170060101,1.892914494
BEKOK DEEP-1RDR1,EDIT,593.6436785,13.52376174,146.1013973,415.2037671,90.28835297,0.479522223,2.16776343,1.926396834
BEKOK DEEP-1RDR1,EDIT,593.7960785,13.5607604,148.6546595,389.0219288,95.81048584,0.497153407,2.167409658,1.87756559
BEKOK DEEP-1RDR1,EDIT,593.9484785,13.63504877,150.8947539,380.6370075,99.85082245,0.490481988,2.163186044,1.7937913
BEKOK DEEP-1RDR1,EDIT,594.1008785,13.71509853,152.4010214,389.3649409,96.9454422,0.487870274,2.16284024,1.721829621
BEKOK DEEP-1RDR1,EDIT,594.2532785,13.73030924,153.1435883,405.7890243,90.22990417,0.496197964,2.163567502,1.691114245
BEKOK DEEP-1RDR1,EDIT,594.4056785,13.72427959,153.2093564,423.2373372,87.17856598,0.516146771,2.165929092,1.664239094
BEKOK DEEP-1RDR1,EDIT,594.5580785,13.72277172,153.7222764,427.1328017,87.98805237,0.519368768,2.162524293,1.640905138
BEKOK DEEP-1RDR1,EDIT,594.7104785,13.70663678,154.18781,429.6822591,92.57998657,0.508740054,2.162059645,1.620696416
BEKOK DEEP-1RDR1,EDIT,594.8628785,13.69409401,153.9690954,429.5464106,94.83436584,0.496573536,2.163815303,1.604011869
BEKOK DEEP-1RDR1,EDIT,595.0152785,13.6529802,153.6778571,429.1421886,95.51939392,0.501412197,2.165838031,1.598749549
BEKOK DEEP-1RDR1,EDIT,595.1676785,13.57334493,153.505686,432.319135,95.15112305,0.507234049,2.164379497,1.611396063
BEKOK DEEP-1RDR1,EDIT,595.3200785,13.55227798,153.5299489,432.6687981,93.71325684,0.537727791,2.162193691,1.615514147
BEKOK DEEP-1RDR1,EDIT,595.4724785,13.5541243,153.6447159,433.3081418,90.93391418,0.573466391,2.166571099,1.597129225
BEKOK DEEP-1RDR1,EDIT,595.6248785,13.57736252,153.4404178,431.6822274,88.67602539,0.557523129,2.1678218,1.585935086
BEKOK DEEP-1RDR1,EDIT,595.7772785,13.61062421,153.1854962,433.5937887,88.7449646,0.530020546,2.162721828,1.59129902
BEKOK DEEP-1RDR1,EDIT,595.9296785,13.6427075,153.3728942,433.1193326,92.64885712,0.500035937,2.153046353,1.596327179
BEKOK DEEP-1RDR1,EDIT,596.0820785,13.67445039,153.848817,430.1935842,96.48477173,0.527682494,2.147124893,1.595509578
BEKOK DEEP-1RDR1,EDIT,596.2344785,13.69518951,154.412552,429.7492645,96.45552826,0.564913922,2.148527778,1.595746193
BEKOK DEEP-1RDR1,EDIT,596.3868785,13.69218958,155.0662955,430.0479306,93.98291779,0.588032945,2.152561161,1.59525313
BEKOK DEEP-1RDR1,EDIT,596.5392785,13.69801887,155.5953481,432.5562088,89.61006165,0.607043653,2.154657251,1.585174977
BEKOK DEEP-1RDR1,EDIT,596.6916785,13.692036,156.0930546,433.8440086,88.75569916,0.581459657,2.154605516,1.571166607
BEKOK DEEP-1RDR1,EDIT,596.8440785,13.65205474,156.3921655,435.9903971,91.10046387,0.533469788,2.156208725,1.559636021
BEKOK DEEP-1RDR1,EDIT,596.9964785,13.6244071,156.4514417,438.8309701,96.34203339,0.525918874,2.158003261,1.545941095
BEKOK DEEP-1RDR1,EDIT,597.1488785,13.57032872,156.2269069,441.9110123,100.4773178,0.55651483,2.159975093,1.52971772
BEKOK DEEP-1RDR1,EDIT,597.3012785,13.53870579,155.8139536,441.9092218,103.5326843,0.63566723,2.15968111,1.521300167
BEKOK DEEP-1RDR1,EDIT,597.4536785,13.52492414,155.5710046,443.059702,103.4332047,0.677966174,2.158781444,1.521160294
BEKOK DEEP-1RDR1,EDIT,597.6060785,13.53610172,155.5190254,443.9328262,101.8821487,0.67676571,2.157521205,1.525504495
BEKOK DEEP-1RDR1,EDIT,597.7584785,13.54507614,155.8406405,445.9024933,96.0088501,0.612863846,2.157559508,1.527181843
BEKOK DEEP-1RDR1,EDIT,597.9108785,13.54650297,156.498802,446.439903,91.709198,0.542308775,2.158044534,1.52203952
BEKOK DEEP-1RDR1,EDIT,598.0632785,13.54914215,156.7622004,447.5016805,90.11708832,0.543062008,2.153664572,1.515693067
BEKOK DEEP-1RDR1,EDIT,598.2156785,13.55590135,156.9390975,447.4940245,95.39783478,0.539748586,2.144963712,1.512215096
BEKOK DEEP-1RDR1,EDIT,598.3680785,13.55726514,156.9502161,445.5480486,98.71888733,0.528524677,2.141875703,1.504978294
BEKOK DEEP-1RDR1,EDIT,598.5204785,13.57875309,156.8214209,443.1177177,99.51839447,0.522639043,2.147963568,1.501119681
BEKOK DEEP-1RDR1,EDIT,598.6728785,13.57217868,156.8344493,441.5106327,95.81313324,0.54476004,2.156376167,1.505992693
BEKOK DEEP-1RDR1,EDIT,598.8252785,13.53289825,156.6872141,440.281227,97.18106079,0.557995999,2.161727416,1.512153782
BEKOK DEEP-1RDR1,EDIT,598.9776785,13.50239947,156.3541284,438.7870676,100.5958405,0.547984209,2.165109327,1.520517991
BEKOK DEEP-1RDR1,EDIT,599.1300785,13.45901468,156.3032138,437.9673841,104.9314804,0.50381726,2.170098627,1.542100157
BEKOK DEEP-1RDR1,EDIT,599.2824785,13.38084175,156.7223463,436.0367405,102.6959686,0.497247024,2.169650385,1.55091799
BEKOK DEEP-1RDR1,EDIT,599.4348785,13.31308474,157.4809388,439.3819278,100.3663177,0.511022625,2.163411461,1.523232028
BEKOK DEEP-1RDR1,EDIT,599.5872785,13.2948812,158.1058573,440.7262526,98.21386719,0.538424561,2.155763246,1.499275428
BEKOK DEEP-1RDR1,EDIT,599.7396785,13.26557934,157.7797144,440.6851873,100.1949081,0.58705573,2.153088528,1.495601131
BEKOK DEEP-1RDR1,EDIT,599.8920785,13.26148862,156.1883356,437.8724895,99.61238098,0.555407256,2.156062409,1.502124208
BEKOK DEEP-1RDR1,EDIT,600.0444785,13.24226245,154.0595959,431.3564727,95.84799194,0.549939078,2.162065367,1.537279079
BEKOK DEEP-1RDR1,EDIT,600.1968785,13.2165112,153.4679894,429.1540311,93.26264954,0.507619617,2.168735997,1.589844876
BEKOK DEEP-1RDR1,EDIT,600.3492785,13.21371555,154.2214976,427.2840404,94.42125702,0.543381542,2.172294643,1.592252758
BEKOK DEEP-1RDR1,EDIT,600.5016785,13.2124974,155.8472622,429.8966629,96.8709259,0.561948719,2.165368638,1.526137793
BEKOK DEEP-1RDR1,EDIT,600.6540785,13.23700397,157.20667,432.126305,98.77796173,0.559171405,2.155315004,1.474776897
BEKOK DEEP-1RDR1,EDIT,600.8064785,13.28546459,157.5187411,438.9124899,98.67784882,0.550889658,2.146019373,1.434121118
BEKOK DEEP-1RDR1,EDIT,600.9588785,13.3242172,157.1223831,445.3241275,99.42767334,0.547723099,2.14195752,1.430386497
